IDS,Unnamed: 0_x,1_x,0_x,0.1_x,1.1_x,1.2_x,1.3_x,0.2_x,1.4_x,0.3_x,1.5_x,0.4_x,0.5_x,1.6_x,1.7_x,0.6_x,1.8_x,1.9_x,1.1.1_x,1.11_x,0.7_x,0.8_x,1.12_x,0.9_x,1.13_x,1.14_x,1.15_x,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32_x,Unnamed: 33_x,Unnamed: 34_x,Unnamed: 35_x,Unnamed: 36_x,Unnamed: 37_x,Unnamed: 38_x,Unnamed: 39_x,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 0_y,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,1_y,0_y,0.1_y,1.1_y,1.2_y,1.3_y,0.2_y,1.4_y,0.3_y,1.5_y,0.4_y,0.5_y,1.6_y,1.7_y,0.6_y,1.8_y,1.9_y,1.1.1_y,1.11_y,0.7_y,0.8_y,1.12_y,0.9_y,1.13_y,1.14_y,1.15_y,Unnamed: 32_y,Unnamed: 33_y,Unnamed: 34_y,Unnamed: 35_y,Unnamed: 36_y,Unnamed: 37_y,Unnamed: 38_y,Unnamed: 39_y
5d1a69d8f97a18001977e0d7,01/03/2023 13:24:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,Quite unlikely,Quite unlikely,Quite unlikely,Quite unlikely,Extremely unlikely,Slightly unlikely,Quite unlikely,Quite unlikely,Quite unlikely,Extremely unlikely,Quite unlikely,Quite unlikely,Quite unlikely,Extremely unlikely,Quite unlikely,"None of it really, it was poor.","It was all difficult to use, it couldn't even make sensible suggestions when I spelled asthema incorrectly.","I couldn't remember a lot of the questions, and have no knowledge of psyciatry at all, so couldn't recall much of what the questions were. Had I been allowed to seen the questions during the second test I'm sure I would have performed a lot better.",01/03/2023 13:00:13,I confirm,No knowledge,Native speaker,Multiple times a day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5d3ef33e8da0790017c90e08,01/03/2023 13:11:54,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Neither likely or unlikely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,It's speed and ease of use. ,"I don't know anything about psychology so I'm probably wrong, but some of the chapters seemed a bit irrelevant to my query. Also I tried to read a bit more about Gesalt and the answer it provided me on the left common was not in English. ",No,01/03/2023 12:50:55,I confirm,No knowledge,Native speaker,Multiple times a day,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5d6141608a11df001a477fbe,01/03/2023 14:24:37,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Quite likely,Quite likely,Quite likely,Quite likely,"It helps to create structured and interactive content using Markdown syntax. One of the features that make Semantic Chapter useful is the ability to create interactive elements like quizzes and exercises. These interactive elements can help engage readers and enhance their learning experience. Another feature that I find useful is the ability to create a table of contents that can be used for navigation within the document. This helps readers quickly find the information they need and allows them to jump to different sections of the document easily. Overall, Semantic Chapter is a powerful tool that can be used to create well-structured and interactive documents, which can be especially useful for educational or instructional materials.",Nothing especially ,,01/03/2023 14:09:54,I confirm,No knowledge,Native speaker,Multiple times a day,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5d68c8aa40524c00189e8ac2,01/03/2023 15:11:37,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Extremely likely,Quite likely,Quite likely,Quite unlikely,Extremely likely,Quite likely,Slightly likely,Slightly likely,Neither likely or unlikely,Being able to search a term and it highlighting relevant texts.,"It would have been useful for the ""people"" section to have a summary of their belief systems and highest accomplishments, rather than having to hunt through the text for it.","How long were we supposed to spend studying? Nothing seemed to indicate this.

After the 2 minute platform usage video and getting logged in, I'd forgotten some of the terms in the first questionnaire and was unsure if we were supposed to go back and check. I didn't, but clarifying that we are supposed to go off memory of the first questionnaire or otherwise including a list of the questions for reference purposes would have been useful.",01/03/2023 14:54:00,I confirm,No knowledge,Native speaker,Multiple times a day,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5d98a94bea7ad902c4ed0cd2,01/03/2023 08:44:01,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,Quite likely,Slightly likely,Slightly likely,Quite likely,Slightly likely,Quite likely,Extremely likely,Quite likely,Quite likely,Quite likely,Slightly likely,Quite likely,Quite likely,Quite likely,Quite likely,Having the results further defined by adding more text helped narrow down when an answer was no precise enough,"There needs to be a way of easily seeing the keywords you are searching in a text, having topics/people highlighted helps but somthing aditional, like a golden border around the keywords in the text that you are serching for would make it easier to use.",,01/03/2023 08:19:29,I confirm,High-school level,Native speaker,Multiple times a day,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5df50a49a98a7a3924e4137e,01/03/2023 12:56:37,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Slightly unlikely,Extremely likely,Quite likely,Extremely likely,Extremely likely,Quite likely,Quite likely,Slightly likely,Quite likely,Neither likely or unlikely,Quite likely,Quite likely,Quite likely,Extremely likely,Extremely likely,The ability to open a specific book chapter regarding the topic I was searching.,"The ""Concepts"" field was somewhat lacking detailed information.",,01/03/2023 12:25:58,I confirm,High-school level,Advanced,Multiple times a day,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5e307a080551ae02939239f3,01/03/2023 15:53:45,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,Slightly likely,Quite likely,Quite likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Quite likely,Slightly likely,Quite likely,Quite likely,Slightly likely,Neither likely or unlikely,Slightly likely,Quite likely,Search several items at once,too much information to use,,01/03/2023 15:35:08,I confirm,High-school level,Advanced,Multiple times a day,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5eab2dbd0c7a950efa32c3dc,01/03/2023 15:40:04,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,freud beacause I had heard of him,mostly the rest but nothing to do with the programme I just dont understand most of it,,01/03/2023 15:19:03,I confirm,No knowledge,Native speaker,Multiple times a day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5eaecb0824839e59ed3523eb,01/03/2023 14:23:08,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,Quite likely,Extremely likely,Extremely likely,Quite likely,Extremely likely,Slightly likely,Quite likely,Quite likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Quite likely,Quite likely,"Highlighting the relevant words and terms, showing only chapters relevant to the search, mixing terms to create more complex searches",far too many words were highlighted even though I only decided to look for a couple at a time - it makes it hard to search for just that portion of an article/book which is the most relevant.,"The system is great, but still requires further work to make it even more beneficial for learners.",01/03/2023 13:57:27,I confirm,High-school level,Advanced,Multiple times a day,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5eaf3e142627076426921b1b,01/03/2023 15:50:11,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,Quite likely,Quite likely,Quite likely,Extremely likely,Extremely likely,Quite likely,Extremely likely,Extremely likely,Quite likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Quite likely,Extremely likely,the chapter search,the fact that the people's description can't be expanded,The rest is wonderfull.,01/03/2023 15:31:11,I confirm,High-school level,Advanced,Multiple times a day,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5f3287b83428cb05746e2214,01/03/2023 14:04:22,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,Quite likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Slightly likely,Neither likely or unlikely,Slightly unlikely,Quite likely,Extremely likely,Slightly likely,Slightly likely,Extremely likely,Extremely likely,Neither likely or unlikely,Being able to type anything l want to search,option on searched words eg person or concept,yes not all the words the user searches can be found on the Semantic Chapter,01/03/2023 13:48:07,I confirm,No knowledge,Native speaker,Multiple times a day,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5f4e76eff69af505fa21da55,01/03/2023 11:49:12,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,Quite likely,Quite likely,Quite likely,Quite likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Quite likely,Slightly likely,Slightly likely,Slightly likely,Fast search and hints,UI,Nope,01/03/2023 11:43:11,I confirm,Bachelor education,Advanced,Multiple times a day,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5f63a2bc08a0080c790f8eb6,01/03/2023 14:46:28,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Slightly likely,Slightly likely,Quite likely,Slightly likely,Slightly likely,Slightly likely,Extremely likely,Slightly likely,Quite likely,Quite likely,Quite likely,Slightly likely,Quite likely,Neither likely or unlikely,Quite likely,the multiple chapter thing,there was nothing i didnt like,no more comments,01/03/2023 14:33:55,I confirm,No knowledge,Advanced,Multiple times a day,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5f6b8c1f5622370b0c94d597,01/03/2023 13:28:07,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,Quite likely,Slightly likely,Quite likely,Slightly likely,Slightly likely,Quite likely,Slightly likely,Slightly likely,Slightly likely,Slightly unlikely,Slightly likely,Slightly likely,Quite likely,Quite likely,Quite likely,the related/recommended topics that appeared when i searched,all the highlighted words in the actual chapter text made it very difficult to read,The youtube tutorial video was tiny and would not let me open it in full screen. Interesting task otherwise,01/03/2023 12:56:45,I confirm,High-school level,Native speaker,Multiple times a day,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5fe230ee29598a57972db630,01/03/2023 13:35:16,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Neither likely or unlikely,Slightly likely,Extremely likely,Quite likely,Quite likely,Slightly likely,Extremely likely,Slightly likely,Neither likely or unlikely,Neither likely or unlikely,Neither likely or unlikely,The possibility to search directly and look into actual books or researches in pdf.,"Again, the inability to quickly search without clicking on the suggestion. Also, why can't I click for example on a person description for further informations?",I have also done the part on sociology.,01/03/2023 13:22:51,I confirm,No knowledge,Advanced,Multiple times a day,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Go to Semantic Chapter and try to find what you were asked before,Submit this form,"Click the ""Get started"" in the next survey once I finish my searches"
5fe9284c2c2ee63925e41e5d,01/03/2023 16:09:58,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Quite likely,Quite likely,Quite likely,Quite likely,Extremely likely,Quite likely,Slightly likely,Quite likely,Quite likely,Quite likely,Quite likely,Slightly likely,Quite likely,Quite likely,Quite likely,I liked that you could filter by key topics or words and have them stack together.,"When reading the actual descriptions from the books, practically every word is highlighted and tagged, which makes it super messy/hard to read.","Really impressed with the site overall, wish I had it when I studied!",01/03/2023 15:58:26,I confirm,Bachelor education,Native speaker,Multiple times a day,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
6019a1226de5a01066871fa1,01/03/2023 14:15:28,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Quite likely,Slightly likely,Quite likely,Quite likely,Slightly likely,Slightly likely,Quite likely,Extremely likely,Extremely likely,Quite likely,Quite likely,CONCEPTS,NONE,NO,01/03/2023 14:06:02,I confirm,High-school level,Advanced,Multiple times a day,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
603a293ee62ae15da2674441,01/03/2023 14:25:39,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Neither likely or unlikely,Slightly likely,Extremely likely,Quite likely,Quite likely,Slightly likely,Slightly likely,Quite likely,Slightly likely,Neither likely or unlikely,Slightly likely,That you can combine couple of words ,There is a big delay when removing words.,no,01/03/2023 14:00:59,I confirm,No knowledge,Advanced,Multiple times a day,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,I confirm,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Go to Semantic Chapter and try to find what you were asked before,Submit this form,"Click the ""Get started"" in the next survey once I finish my searches"
